oneTeVyok_mass_.003120 tag_1 0.0013535 2.335e-07 500000
oneTeVyok_mass_.006250 tag_1 0.0011707 2.0089e-07 500000
oneTeVyok_mass_.012500 tag_1 0.0010013 1.7265e-07 500000
oneTeVyok_mass_.025000 tag_1 0.00084524 1.4902e-07 500000
oneTeVyok_mass_.050000 tag_1 0.00070238 1.1902e-07 500000
oneTeVyok_mass_.100000 tag_1 0.00057261 9.6403e-08 500000
oneTeVyok_mass_.200000 tag_1 0.0004562 7.9663e-08 500000
oneTeVyok_mass_.400000 tag_1 0.00035278 6.0701e-08 500000
oneTeVyok_mass_.800000 tag_1 0.00026275 4.6871e-08 500000
oneTeVyok_mass_1.600000 tag_1 0.00018578 3.3097e-08 500000
oneTeVyok_mass_3.200000 tag_1 0.00012198 2.0887e-08 500000
oneTeVyok_mass_6.400000 tag_1 7.1429e-05 1.2624e-08 500000 
oneTeVyok_mass_12.800000 tag_1 3.3815e-05 5.5731e-09 500000 oneTeVyok_mass_25.600000 tag_1 8.6273e-06 1.7336e-09 500000 oneTeVyok_mass_51.200000 tag_1 3.6601e-07 6.5195e-11 500000
