oneTeV_mass_.003120 tag_1 0.0013537 1.5848e-07 1000000
oneTeV_mass_.006250 tag_1 0.0011706 1.2773e-07 1000000
oneTeV_mass_.012500 tag_1 0.0010013 1.1543e-07 1000000
oneTeV_mass_.025000 tag_1 0.00084534 9.2349e-08 1000000
oneTeV_mass_.050000 tag_1 0.00070234 8.0694e-08 1000000
oneTeV_mass_.100000 tag_1 0.00057267 6.3723e-08 1000000
oneTeV_mass_.200000 tag_1 0.00045618 5.298e-08 1000000
oneTeV_mass_.400000 tag_1 0.00035285 4.0265e-08 1000000
oneTeV_mass_.800000 tag_1 0.0002627 2.9281e-08 1000000
oneTeV_mass_1.600000 tag_1 0.00018576 2.0375e-08 1000000
oneTeV_mass_3.200000 tag_1 0.00012197 1.3662e-08 1000000
LMoneTeV_mass_6.400000 tag_1 7.144e-05 7.8224e-09 1000000
LMoneTeV_mass_12.800000 tag_1 3.3814e-05 3.6418e-09 1000000
LMoneTeV_mass_25.600000 tag_1 8.6288e-06 1.0325e-09 1000000
LMoneTeV_mass_51.200000 tag_1 3.6602e-07 4.1853e-11 1000000
