3TeVok_mass_.003120 tag_1 0.01219819077 4.503956989632797e-06 500000
3TeVok_mass_.006250 tag_1 0.011039957029999999 4.215576936982423e-06 500000
3TeVok_mass_.012500 tag_1 0.00984963054 3.946832141417837e-06 500000
3TeVok_mass_.025000 tag_1 0.00865909214 3.4776823046220224e-06 500000
3TeVok_mass_.050000 tag_1 0.00752929205 3.1186517725895225e-06 500000
3TeVok_mass_.100000 tag_1 0.00646797037 2.6788754467456693e-06 500000
3TeVok_mass_.200000 tag_1 0.005483698243 2.208738616956087e-06 500000
3TeVok_mass_.400000 tag_1 0.004572146186000001 1.8798949154019354e-06 500000
3TeVok_mass_.800000 tag_1 0.00374377214 1.5034707751496502e-06 500000
3TeVok_mass_1.600000 tag_1 0.002970178524 1.116847108274812e-06 500000
3TeVok_mass_3.200000 tag_1 0.002294767685 9.246982310437335e-07 500000
3TeVok_mass_6.400000 tag_1 0.00169185465 6.324284191711027e-07 500000
3TeVok_mass_12.800000 tag_1 0.001178973094 4.155881618578421e-07 500000
3TeVok_mass_25.600000 tag_1 0.000767199444 2.5709604794440505e-07 500000
3TeVok_mass_51.200000 tag_1 0.0005055871389999999 2.11189885652955e-07 500000
3TeVok_mass_102.400000 tag_1 0.000382010857 1.0832153608874506e-07 500000
