treTeV_mass_.003120 tag_1 0.0017494671331999999 7.310131475614182e-07 500000
treTeV_mass_.006250 tag_1 0.0015398381543 6.247731184730539e-07 500000
treTeV_mass_.012500 tag_1 0.0013424400803 4.725208391592958e-07 500000
treTeV_mass_.025000 tag_1 0.0011583848808000001 4.6147896880024596e-07 500000
treTeV_mass_.050000 tag_1 0.0009874400186 4.413704684861207e-07 500000
treTeV_mass_.100000 tag_1 0.0008297920475 3.673233226013618e-07 500000
treTeV_mass_.200000 tag_1 0.000685380937 3.066885751443803e-07 500000
treTeV_mass_.400000 tag_1 0.0005539449404999999 2.464713840154191e-07 500000
treTeV_mass_.800000 tag_1 0.00043530207930000004 1.8579957935150538e-07 500000
treTeV_mass_1.600000 tag_1 0.00033045153059999997 1.4984556938208884e-07 500000
treTeV_mass_3.200000 tag_1 0.00023875007139999998 1.0683459147990951e-07 500000
treTeV_mass_6.400000 tag_1 0.00016072469849999998 7.515826344776746e-08 500000
treTeV_mass_12.800000 tag_1 9.641467e-05 3.720495432636167e-08 500000
treTeV_mass_25.600000 tag_1 4.532851333e-05 1.2179214552046163e-08 500000
treTeV_mass_51.200000 tag_1 1.4992128549999999e-05 3.6889486309727157e-09 500000
treTeV_mass_102.400000 tag_1 6.233720937e-07 1.2450496339044968e-10 500000
