30.0 0.0 0
90.0 0.0 0
150.0 0.0 0
210.0 0.0 0
270.0 0.0 0
330.0 175.83131235604077 18433
390.0 1628.4022765460315 170711
450.0 1667.2257692647452 174781
510.0 1368.189485913651 143432
570.0 1049.2740480599034 109999
630.0 797.6558438964618 83621
690.0 609.891315472809 63937
750.0 465.84375686072974 48836
810.0 361.35418947907783 37882
870.0 280.3781133878926 29393
930.0 218.9282509565797 22951
990.0 174.1906143836431 18261
1050.0 137.59923402249495 14425
1110.0 110.18431557670728 11551
1170.0 89.33218902050577 9365
1230.0 73.43077320660461 7698
1290.0 59.96178752620364 6286
1350.0 47.94272098420277 5026
1410.0 38.98565472790212 4087
1470.0 33.02381616540169 3462
1530.0 26.508718984301222 2779
1590.0 22.22573416100091 2330
1650.0 18.21937864700062 1910
1710.0 15.376774020400417 1612
1770.0 12.772642936300228 1339
1830.0 10.511913753400064 1102
1890.0 8.995222023099954 943
1950.0 7.297290400499896 765
2010.0 6.267084696899917 657
2070.0 4.721776141499949 495
2130.0 3.767881971499968 395
2190.0 3.4435579536999747 361
2250.0 2.508741667099994 263
2310.0 2.127183999100002 223
2370.0 1.869632573200004 196
2430.0 1.3926854882000028 146
2490.0 1.1351340623000021 119
2550.0 0.8012711028000014 84
2610.0 0.6963427441000011 73
2670.0 0.4674081433000005 49
2730.0 0.17170095059999999 18
2790.0 0.0381557668 4
2850.0 0.0 0
2910.0 0.0 0
2970.0 0.0 0
