30.0 0.0 0
90.0 0.0 0
150.0 0.0 0
210.0 0.0 0
270.0 0.0 0
330.0 176.0530633209948 18455
390.0 1631.3837152325823 171012
450.0 1681.046800989444 176218
510.0 1364.160826600003 143000
570.0 1047.8186086239584 109839
630.0 795.1054305987525 83348
690.0 607.2900574921939 63660
750.0 467.4397237997457 49000
810.0 359.1463412574383 37648
870.0 280.1776466939058 29370
930.0 218.5137614971585 22906
990.0 172.59973311659775 18093
1050.0 137.99011438302733 14465
1110.0 110.74505619582492 11609
1170.0 90.00599579701175 9435
1230.0 72.70118643020076 7621
1290.0 58.000684095995894 6080
1350.0 48.15583113759698 5048
1410.0 38.59716576519803 4046
1470.0 32.84479528659866 3443
1530.0 26.40557460159937 2768
1590.0 21.5880835705999 2263
1650.0 18.459099297000243 1935
1710.0 14.614646058400407 1532
1770.0 12.964297645800281 1359
1830.0 10.436307302800088 1094
1890.0 9.2820173726 973
1950.0 6.9638979259999205 730
2010.0 5.924083030199938 621
2070.0 4.5408430311999615 476
2130.0 3.844453238599973 403
2190.0 3.2148405493999834 337
2250.0 2.8618758599999894 300
2310.0 2.117788136400002 222
2370.0 1.7266651022000024 181
2430.0 1.4118587576000003 148
2490.0 1.1161315853999985 117
2550.0 0.8967211027999982 94
2610.0 0.5723751719999999 60
2670.0 0.5723751719999999 60
2730.0 0.2575688274000001 27
2790.0 0.0381583448 4
2850.0 0.0 0
2910.0 0.0 0
2970.0 0.0 0
