Ycorrect500Kat10TeV_mass_.003120 tag_1 0.041291530552890005 1.3006356213789675e-05 500000
Ycorrect500Kat10TeV_mass_.006250 tag_1 0.039835689254010015 1.3081251525286812e-05 500000
Ycorrect500Kat10TeV_mass_.012500 tag_1 0.03789565816791 1.31974963902431e-05 500000
Ycorrect500Kat10TeV_mass_.025000 tag_1 0.03537982922383001 1.223868456142858e-05 500000
Ycorrect500Kat10TeV_mass_.050000 tag_1 0.032539477784769996 1.3058023396823612e-05 500000
Ycorrect500Kat10TeV_mass_.100000 tag_1 0.029530470457530007 1.0915217593370703e-05 500000
Ycorrect500Kat10TeV_mass_.200000 tag_1 0.026456398823249995 9.698425297235203e-06 500000
Ycorrect500Kat10TeV_mass_.400000 tag_1 0.023434338028059994 8.459890506962107e-06 500000
Ycorrect500Kat10TeV_mass_.800000 tag_1 0.02057229557661 7.299351428759229e-06 500000
Ycorrect500Kat10TeV_mass_1.600000 tag_1 0.017890909911019996 7.297962376904636e-06 500000
Ycorrect500Kat10TeV_mass_3.200000 tag_1 0.015386533094629997 5.540001547622464e-06 500000
Ycorrect500Kat10TeV_mass_6.400000 tag_1 0.013073240440160004 4.492044125375196e-06 500000
Ycorrect500Kat10TeV_mass_12.800000 tag_1 0.011009738140850002 4.667262899435293e-06 500000
Ycorrect500Kat10TeV_mass_25.600000 tag_1 0.00939891634924 0.000744479000771899 500000
Ycorrect500Kat10TeV_mass_51.200000 tag_1 0.008863582115399997 3.376274129284694e-05 500000
