0.000000e+00   2.000000e+02   0.000000e+00   0 
2.000000e+02   4.000000e+02   7.940553e-02   592 
4.000000e+02   6.000000e+02   7.684363e-01   5729 
6.000000e+02   8.000000e+02   1.098801e+00   8192 
8.000000e+02   1.000000e+03   1.266062e+00   9439 
1.000000e+03   1.200000e+03   1.359552e+00   10136 
1.200000e+03   1.400000e+03   1.453309e+00   10835 
1.400000e+03   1.600000e+03   1.486037e+00   11079 
1.600000e+03   1.800000e+03   1.475172e+00   10998 
1.800000e+03   2.000000e+03   1.436543e+00   10710 
2.000000e+03   2.200000e+03   1.383561e+00   10315 
2.200000e+03   2.400000e+03   1.322934e+00   9863 
2.400000e+03   2.600000e+03   1.320117e+00   9842 
2.600000e+03   2.800000e+03   1.277463e+00   9524 
2.800000e+03   3.000000e+03   1.377793e+00   10272 
3.000000e+03   3.200000e+03   1.678113e+00   12511 
3.200000e+03   3.400000e+03   3.333155e+00   24850 
3.400000e+03   3.600000e+03   4.679830e+00   34890 
3.600000e+03   3.800000e+03   5.012206e+00   37368 
3.800000e+03   4.000000e+03   5.013413e+00   37377 
4.000000e+03   4.200000e+03   4.797865e+00   35770 
4.200000e+03   4.400000e+03   4.507069e+00   33602 
4.400000e+03   4.600000e+03   4.116077e+00   30687 
4.600000e+03   4.800000e+03   3.716769e+00   27710 
4.800000e+03   5.000000e+03   2.827481e+00   21080 
5.000000e+03   5.200000e+03   2.085334e+00   15547 
5.200000e+03   5.400000e+03   1.592939e+00   11876 
5.400000e+03   5.600000e+03   1.289535e+00   9614 
5.600000e+03   5.800000e+03   1.016713e+00   7580 
5.800000e+03   6.000000e+03   8.253079e-01   6153 
6.000000e+03   6.200000e+03   6.593878e-01   4916 
6.200000e+03   6.400000e+03   5.346460e-01   3986 
6.400000e+03   6.600000e+03   4.309628e-01   3213 
6.600000e+03   6.800000e+03   3.593369e-01   2679 
6.800000e+03   7.000000e+03   2.893205e-01   2157 
7.000000e+03   7.200000e+03   2.297664e-01   1713 
7.200000e+03   7.400000e+03   1.914049e-01   1427 
7.400000e+03   7.600000e+03   1.633715e-01   1218 
7.600000e+03   7.800000e+03   1.282292e-01   956 
7.800000e+03   8.000000e+03   1.004641e-01   749 
8.000000e+03   8.200000e+03   8.678274e-02   647 
8.200000e+03   8.400000e+03   6.867506e-02   512 
8.400000e+03   8.600000e+03   5.325000e-02   397 
8.600000e+03   8.800000e+03   4.842128e-02   361 
8.800000e+03   9.000000e+03   3.903211e-02   291 
9.000000e+03   9.200000e+03   2.722859e-02   203 
9.200000e+03   9.400000e+03   2.414357e-02   180 
9.400000e+03   9.600000e+03   1.985138e-02   148 
9.600000e+03   9.800000e+03   1.274244e-02   95 
9.800000e+03   1.000000e+04   1.475441e-03   11 
#etamum -11.325252, 5.363496
#etamup -6.323560, 11.351919
