0.000000e+00   2.000000e+02   4.010621e+06   805698 
2.000000e+02   4.000000e+02   4.447843e+05   131044 
4.000000e+02   6.000000e+02   8.211854e+04   33472 
6.000000e+02   8.000000e+02   2.675176e+04   13537 
8.000000e+02   1.000000e+03   1.057350e+04   6428 
1.000000e+03   1.200000e+03   4.615576e+03   3551 
1.200000e+03   1.400000e+03   2.580028e+03   2101 
1.400000e+03   1.600000e+03   1.548665e+03   1343 
1.600000e+03   1.800000e+03   9.706216e+02   868 
1.800000e+03   2.000000e+03   4.824189e+02   563 
2.000000e+03   2.200000e+03   4.015034e+02   425 
2.200000e+03   2.400000e+03   2.851225e+02   279 
2.400000e+03   2.600000e+03   1.568848e+02   205 
2.600000e+03   2.800000e+03   1.160109e+02   142 
2.800000e+03   3.000000e+03   7.561265e+01   93 
3.000000e+03   3.200000e+03   7.563271e+01   81 
3.200000e+03   3.400000e+03   2.303223e+01   60 
3.400000e+03   3.600000e+03   1.760108e+01   31 
3.600000e+03   3.800000e+03   1.448644e+01   23 
3.800000e+03   4.000000e+03   1.194276e+01   25 
4.000000e+03   4.200000e+03   7.251834e+00   16 
4.200000e+03   4.400000e+03   4.206094e+00   9 
4.400000e+03   4.600000e+03   2.918523e-01   1 
4.600000e+03   4.800000e+03   2.606566e+00   4 
4.800000e+03   5.000000e+03   1.491411e-01   1 
5.000000e+03   5.200000e+03   0.000000e+00   0 
5.200000e+03   5.400000e+03   0.000000e+00   0 
5.400000e+03   5.600000e+03   0.000000e+00   0 
5.600000e+03   5.800000e+03   0.000000e+00   0 
5.800000e+03   6.000000e+03   0.000000e+00   0 
6.000000e+03   6.200000e+03   0.000000e+00   0 
6.200000e+03   6.400000e+03   0.000000e+00   0 
6.400000e+03   6.600000e+03   0.000000e+00   0 
6.600000e+03   6.800000e+03   0.000000e+00   0 
6.800000e+03   7.000000e+03   0.000000e+00   0 
7.000000e+03   7.200000e+03   0.000000e+00   0 
7.200000e+03   7.400000e+03   0.000000e+00   0 
7.400000e+03   7.600000e+03   0.000000e+00   0 
7.600000e+03   7.800000e+03   0.000000e+00   0 
7.800000e+03   8.000000e+03   0.000000e+00   0 
8.000000e+03   8.200000e+03   0.000000e+00   0 
8.200000e+03   8.400000e+03   0.000000e+00   0 
8.400000e+03   8.600000e+03   0.000000e+00   0 
8.600000e+03   8.800000e+03   0.000000e+00   0 
8.800000e+03   9.000000e+03   0.000000e+00   0 
9.000000e+03   9.200000e+03   0.000000e+00   0 
9.200000e+03   9.400000e+03   0.000000e+00   0 
9.400000e+03   9.600000e+03   0.000000e+00   0 
9.600000e+03   9.800000e+03   0.000000e+00   0 
9.800000e+03   1.000000e+04   0.000000e+00   0 
#etamum -11.465128, 4.260365
#etamup -3.808494, 11.465136
