0.000000e+00   2.000000e+02   4.618235e-01   233 
2.000000e+02   4.000000e+02   1.214710e+01   5858 
4.000000e+02   6.000000e+02   3.514118e+01   15309 
6.000000e+02   8.000000e+02   5.411603e+01   22889 
8.000000e+02   1.000000e+03   6.335202e+01   26947 
1.000000e+03   1.200000e+03   6.341489e+01   27481 
1.200000e+03   1.400000e+03   6.022977e+01   26443 
1.400000e+03   1.600000e+03   5.619945e+01   24807 
1.600000e+03   1.800000e+03   5.184313e+01   23069 
1.800000e+03   2.000000e+03   4.744570e+01   21166 
2.000000e+03   2.200000e+03   4.307780e+01   19358 
2.200000e+03   2.400000e+03   4.003384e+01   17827 
2.400000e+03   2.600000e+03   3.664391e+01   16451 
2.600000e+03   2.800000e+03   3.427575e+01   15066 
2.800000e+03   3.000000e+03   3.322192e+01   14479 
3.000000e+03   3.200000e+03   3.310463e+01   14414 
3.200000e+03   3.400000e+03   3.871348e+01   16728 
3.400000e+03   3.600000e+03   4.122172e+01   18111 
3.600000e+03   3.800000e+03   4.067200e+01   18515 
3.800000e+03   4.000000e+03   3.745801e+01   17653 
4.000000e+03   4.200000e+03   3.460035e+01   17011 
4.200000e+03   4.400000e+03   3.133157e+01   15969 
4.400000e+03   4.600000e+03   2.814014e+01   14758 
4.600000e+03   4.800000e+03   2.518085e+01   13572 
4.800000e+03   5.000000e+03   2.081071e+01   11221 
5.000000e+03   5.200000e+03   1.769448e+01   9502 
5.200000e+03   5.400000e+03   1.534923e+01   8236 
5.400000e+03   5.600000e+03   1.310198e+01   7025 
5.600000e+03   5.800000e+03   1.115978e+01   6000 
5.800000e+03   6.000000e+03   1.012233e+01   5384 
6.000000e+03   6.200000e+03   8.608252e+00   4593 
6.200000e+03   6.400000e+03   7.289625e+00   3888 
6.400000e+03   6.600000e+03   6.517872e+00   3417 
6.600000e+03   6.800000e+03   5.606676e+00   2914 
6.800000e+03   7.000000e+03   4.694020e+00   2486 
7.000000e+03   7.200000e+03   4.112779e+00   2179 
7.200000e+03   7.400000e+03   3.441298e+00   1813 
7.400000e+03   7.600000e+03   2.941597e+00   1553 
7.600000e+03   7.800000e+03   2.368098e+00   1259 
7.800000e+03   8.000000e+03   2.011844e+00   1058 
8.000000e+03   8.200000e+03   1.684746e+00   885 
8.200000e+03   8.400000e+03   1.198914e+00   634 
8.400000e+03   8.600000e+03   1.045118e+00   553 
8.600000e+03   8.800000e+03   8.156797e-01   439 
8.800000e+03   9.000000e+03   6.018497e-01   314 
9.000000e+03   9.200000e+03   4.247026e-01   224 
9.200000e+03   9.400000e+03   3.194668e-01   170 
9.400000e+03   9.600000e+03   1.730755e-01   89 
9.600000e+03   9.800000e+03   6.735516e-02   37 
9.800000e+03   1.000000e+04   2.386335e-02   13 
#etamum -11.362231, 4.975969
#etamup -4.993896, 11.359848
