0.000000e+00   2.000000e+02   6.021238e-02   166 
2.000000e+02   4.000000e+02   1.929542e+00   5316 
4.000000e+02   6.000000e+02   4.683303e+00   12016 
6.000000e+02   8.000000e+02   7.912442e+00   18626 
8.000000e+02   1.000000e+03   1.012991e+01   23757 
1.000000e+03   1.200000e+03   1.112360e+01   25915 
1.200000e+03   1.400000e+03   1.115701e+01   26372 
1.400000e+03   1.600000e+03   1.077883e+01   25819 
1.600000e+03   1.800000e+03   1.001159e+01   24182 
1.800000e+03   2.000000e+03   9.292887e+00   22672 
2.000000e+03   2.200000e+03   8.525237e+00   21019 
2.200000e+03   2.400000e+03   7.741640e+00   19203 
2.400000e+03   2.600000e+03   7.093886e+00   17727 
2.600000e+03   2.800000e+03   6.565983e+00   16173 
2.800000e+03   3.000000e+03   5.947416e+00   14812 
3.000000e+03   3.200000e+03   5.551635e+00   13766 
3.200000e+03   3.400000e+03   5.093943e+00   12653 
3.400000e+03   3.600000e+03   4.644764e+00   11602 
3.600000e+03   3.800000e+03   4.531014e+00   11099 
3.800000e+03   4.000000e+03   4.083285e+00   10101 
4.000000e+03   4.200000e+03   3.891943e+00   9501 
4.200000e+03   4.400000e+03   3.650942e+00   8917 
4.400000e+03   4.600000e+03   3.498348e+00   8545 
4.600000e+03   4.800000e+03   3.579339e+00   8762 
4.800000e+03   5.000000e+03   4.396918e+00   10696 
5.000000e+03   5.200000e+03   4.847503e+00   11974 
5.200000e+03   5.400000e+03   4.781245e+00   12118 
5.400000e+03   5.600000e+03   4.760332e+00   12426 
5.600000e+03   5.800000e+03   4.379758e+00   11727 
5.800000e+03   6.000000e+03   3.945244e+00   10936 
6.000000e+03   6.200000e+03   3.522233e+00   10051 
6.200000e+03   6.400000e+03   3.112459e+00   9067 
6.400000e+03   6.600000e+03   2.624677e+00   7603 
6.600000e+03   6.800000e+03   2.141513e+00   6237 
6.800000e+03   7.000000e+03   1.791011e+00   5195 
7.000000e+03   7.200000e+03   1.491915e+00   4303 
7.200000e+03   7.400000e+03   1.260424e+00   3646 
7.400000e+03   7.600000e+03   1.091979e+00   3148 
7.600000e+03   7.800000e+03   8.939323e-01   2576 
7.800000e+03   8.000000e+03   7.271706e-01   2103 
8.000000e+03   8.200000e+03   6.248249e-01   1799 
8.200000e+03   8.400000e+03   4.919355e-01   1423 
8.400000e+03   8.600000e+03   4.189508e-01   1206 
8.600000e+03   8.800000e+03   3.333724e-01   954 
8.800000e+03   9.000000e+03   2.605994e-01   754 
9.000000e+03   9.200000e+03   1.947051e-01   561 
9.200000e+03   9.400000e+03   1.297204e-01   376 
9.400000e+03   9.600000e+03   8.336864e-02   242 
9.600000e+03   9.800000e+03   4.884971e-02   143 
9.800000e+03   1.000000e+04   5.164294e-03   15 
#etamum -11.175711, 5.099913
#etamup -4.567495, 11.163040
