treTeV_mass_.003120 tag_1 0.0090958 1.2125e-06 500000
treTeV_mass_.006250 tag_1 0.0079603 1.0101e-06 500000
treTeV_mass_.012500 tag_1 0.0069006 8.9565e-07 500000
treTeV_mass_.025000 tag_1 0.0059171 7.424e-07 500000
treTeV_mass_.050000 tag_1 0.0050075 6.5042e-07 500000
treTeV_mass_.100000 tag_1 0.0041746 5.6012e-07 500000
treTeV_mass_.200000 tag_1 0.0034157 4.4025e-07 500000
treTeV_mass_.400000 tag_1 0.0027319 3.6718e-07 500000
treTeV_mass_.800000 tag_1 0.0021222 2.6479e-07 500000
treTeV_mass_1.600000 tag_1 0.0015884 2.0254e-07 500000
treTeV_mass_3.200000 tag_1 0.0011298 1.4798e-07 500000
treTeV_mass_6.400000 tag_1 0.00074214 9.8275e-08 500000
treTeV_mass_12.800000 tag_1 0.00042827 5.7931e-08 500000
treTeV_mass_25.600000 tag_1 0.00019553 2.7666e-08 500000
treTeV_mass_51.200000 tag_1 5.6629e-05 8.5804e-09 500000
treTeV_mass_102.400000 tag_1 6.4464e-06 1.1136e-09 500000
