oneTeVYok_mass_.003120 tag_1 0.002197063987586 6.054644375989707e-07 500000
oneTeVYok_mass_.006250 tag_1 0.001989431809935999 6.082635493110011e-07 500000
oneTeVYok_mass_.012500 tag_1 0.0017646313614559993 5.116088399968619e-07 500000
oneTeVYok_mass_.025000 tag_1 0.0015525510062990007 5.231304994391415e-07 500000
oneTeVYok_mass_.050000 tag_1 0.0013528411792309999 3.9093817167797874e-07 500000
oneTeVYok_mass_.100000 tag_1 0.0011675724591119993 3.9150325810266896e-07 500000
oneTeVYok_mass_.200000 tag_1 0.000994910456711 3.373079285775094e-07 500000
oneTeVYok_mass_.400000 tag_1 0.0008353173235669998 3.0620324325872165e-07 500000
oneTeVYok_mass_.800000 tag_1 0.0006892658167869999 2.422548133273138e-07 500000
oneTeVYok_mass_1.600000 tag_1 0.0005562606114038 2.039712020165596e-07 500000
oneTeVYok_mass_3.200000 tag_1 0.000436949977455 1.5712125553172477e-07 500000
oneTeVYok_mass_6.400000 tag_1 0.00033231518682100004 1.2392949042311e-07 500000
oneTeVYok_mass_12.800000 tag_1 0.00024580474225199996 9.639139027000724e-08 500000
